SEMBOL,FİYAT,SKOR,GEÇEN ANALİZLER,TAKILDIĞI ANALİZLER,KURUM ALIŞ-SATIŞ ANALİZİ,OLUSTURULMA_ZAMANI
BAYRK,23.5,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=2.23, satış=0.84 | Alışlar: BOFA 1g: +0.46, BOFA 2g: +0.24, BOFA 3g: +0.26, TERA 1g: +0.19, TERA 2g: +0.54, TERA 3g: +0.54 | Satışlar: KAMU 1g: -0.15, KAMU 2g: -0.40, KAMU 3g: -0.29",16.07.2025 22:41
DERHL,28.02,4,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=4.20, satış=1.22 | Alışlar: BOFA 2g: +0.80, BOFA 3g: +0.78, KAMU 1g: +0.99, KAMU 2g: +0.75, KAMU 3g: +0.88 | Satışlar: BOFA 1g: -0.59, TERA 1g: -0.06, TERA 2g: -0.28, TERA 3g: -0.28",16.07.2025 22:41
AVHOL,41.7,4,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.28, satış=0.58 | Alışlar: BOFA 1g: +0.11, KAMU 1g: +0.06, TERA 2g: +0.06, TERA 3g: +0.06 | Satışlar: BOFA 2g: -0.16, BOFA 3g: -0.16, KAMU 2g: -0.05, KAMU 3g: -0.05, TERA 1g: -0.15",16.07.2025 22:41
OZRDN,8.43,5,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.23, satış=0.00 | Alışlar: BOFA 1g: +0.28, BOFA 2g: +0.08, BOFA 3g: +0.12, KAMU 1g: +0.09, KAMU 2g: +0.14, KAMU 3g: +0.08, TERA 1g: +0.17, TERA 2g: +0.13, TERA 3g: +0.15 | Satışlar: ",16.07.2025 22:41
DMRGD,28.0,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.94, satış=1.10 | Alışlar: BOFA 1g: +0.17, BOFA 2g: +0.29, BOFA 3g: +0.30, TERA 1g: +0.02, TERA 2g: +0.08, TERA 3g: +0.09 | Satışlar: KAMU 1g: -0.03, KAMU 2g: -0.53, KAMU 3g: -0.54",16.07.2025 22:41
HLGYO,3.69,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=1.16, satış=1.58 | Alışlar: BOFA 1g: +0.11, BOFA 2g: +0.38, BOFA 3g: +0.42, TERA 1g: +0.03, TERA 2g: +0.11, TERA 3g: +0.11 | Satışlar: KAMU 1g: -0.08, KAMU 2g: -0.73, KAMU 3g: -0.76",16.07.2025 22:41
SKTAS,5.03,4,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.45, satış=0.55 | Alışlar: BOFA 1g: +0.08, BOFA 2g: +0.13, BOFA 3g: +0.14, TERA 1g: +0.10 | Satışlar: KAMU 1g: -0.12, KAMU 2g: -0.20, KAMU 3g: -0.21, TERA 2g: -0.03, TERA 3g: -0.01",16.07.2025 22:41
DURDO,3.28,3,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=1.31, satış=1.39 | Alışlar: BOFA 1g: +0.24, BOFA 2g: +0.32, BOFA 3g: +0.40, TERA 1g: +0.07, TERA 2g: +0.12, TERA 3g: +0.15 | Satışlar: KAMU 1g: -0.33, KAMU 2g: -0.52, KAMU 3g: -0.54",16.07.2025 22:41
YYAPI,1.78,4,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=4.44, satış=0.00 | Alışlar: BOFA 1g: +0.32, BOFA 2g: +0.17, BOFA 3g: +0.37, KAMU 1g: +0.90, KAMU 2g: +0.58, KAMU 3g: +0.59, TERA 1g: +0.10, TERA 2g: +0.66, TERA 3g: +0.75 | Satışlar: ",16.07.2025 22:41
EPLAS,5.32,5,EMA kısa vadede yukarı trend; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; PD/DD makul düzeyde,Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=2.08, satış=0.19 | Alışlar: BOFA 1g: +0.11, BOFA 2g: +0.13, BOFA 3g: +0.15, KAMU 2g: +0.71, KAMU 3g: +0.76, TERA 2g: +0.11, TERA 3g: +0.10 | Satışlar: KAMU 1g: -0.12, TERA 1g: -0.07",16.07.2025 22:41
EDIP,30.64,5,Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.99, satış=0.13 | Alışlar: BOFA 1g: +0.36, BOFA 2g: +0.39, BOFA 3g: +0.41, KAMU 1g: +0.35, KAMU 2g: +0.11, KAMU 3g: +0.15, TERA 2g: +0.11, TERA 3g: +0.10 | Satışlar: TERA 1g: -0.13",16.07.2025 22:41
DOGUB,20.86,3,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.49, satış=0.86 | Alışlar: KAMU 1g: +0.15, KAMU 2g: +0.18, KAMU 3g: +0.16 | Satışlar: BOFA 1g: -0.10, BOFA 2g: -0.33, BOFA 3g: -0.34, TERA 1g: -0.00, TERA 2g: -0.05, TERA 3g: -0.05",16.07.2025 22:41
DAGHL,159.0,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.22, satış=0.14 | Alışlar: KAMU 2g: +0.12, KAMU 3g: +0.12, TERA 1g: +0.19, TERA 2g: +0.39, TERA 3g: +0.40 | Satışlar: KAMU 1g: -0.14",16.07.2025 22:41
BORSK,21.5,4,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.50, satış=0.12 | Alışlar: BOFA 1g: +0.03, BOFA 2g: +0.01, BOFA 3g: +0.01, KAMU 2g: +0.23, KAMU 3g: +0.23 | Satışlar: KAMU 1g: -0.03, TERA 1g: -0.01, TERA 2g: -0.04, TERA 3g: -0.04",16.07.2025 22:41
KNFRT,14.25,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.67, satış=0.32 | Alışlar: KAMU 2g: +0.07, KAMU 3g: +0.12, TERA 1g: +0.09, TERA 2g: +0.19, TERA 3g: +0.19 | Satışlar: BOFA 1g: -0.01, BOFA 2g: -0.09, BOFA 3g: -0.09, KAMU 1g: -0.13",16.07.2025 22:41
VKFYO,18.6,4,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.34, satış=0.43 | Alışlar: BOFA 1g: +0.26, BOFA 2g: +0.50, BOFA 3g: +0.52, TERA 2g: +0.03, TERA 3g: +0.03 | Satışlar: KAMU 1g: -0.07, KAMU 2g: -0.17, KAMU 3g: -0.17, TERA 1g: -0.02",16.07.2025 22:41
ENTRA,11.46,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=1.24, satış=3.84 | Alışlar: TERA 1g: +0.31, TERA 2g: +0.46, TERA 3g: +0.47 | Satışlar: BOFA 1g: -0.12, BOFA 2g: -0.25, BOFA 3g: -0.26, KAMU 1g: -1.18, KAMU 2g: -1.01, KAMU 3g: -1.01",16.07.2025 22:41
GLRYH,4.07,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; Stochastic K < 30; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.85, satış=0.24 | Alışlar: BOFA 1g: +0.10, BOFA 2g: +0.15, BOFA 3g: +0.17, KAMU 1g: +0.13, KAMU 2g: +0.14, KAMU 3g: +0.16 | Satışlar: TERA 1g: -0.04, TERA 2g: -0.10, TERA 3g: -0.11",16.07.2025 22:41
BRKSN,7.04,5,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.68, satış=0.71 | Alışlar: BOFA 1g: +0.18, BOFA 2g: +0.51, BOFA 3g: +0.53, TERA 2g: +0.23, TERA 3g: +0.23 | Satışlar: KAMU 1g: -0.15, KAMU 2g: -0.28, KAMU 3g: -0.26, TERA 1g: -0.01",16.07.2025 22:41
SELVA,2.46,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.36, satış=4.89 | Alışlar: BOFA 1g: +0.04, KAMU 2g: +0.16, TERA 1g: +0.16 | Satışlar: BOFA 2g: -1.73, BOFA 3g: -1.71, KAMU 1g: -0.62, KAMU 3g: -0.00, TERA 2g: -0.45, TERA 3g: -0.38",16.07.2025 22:41
ACSEL,104.6,5,RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.14, satış=0.08 | Alışlar: BOFA 1g: +0.12, KAMU 1g: +0.21, KAMU 2g: +0.38, KAMU 3g: +0.38, TERA 1g: +0.06 | Satışlar: BOFA 2g: -0.04, BOFA 3g: -0.04, TERA 2g: -0.00, TERA 3g: -0.00",16.07.2025 22:41
ALCTL,116.5,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.01, satış=0.48 | Alışlar: BOFA 1g: +0.01, KAMU 1g: +0.00 | Satışlar: BOFA 2g: -0.14, BOFA 3g: -0.14, KAMU 2g: -0.04, KAMU 3g: -0.04, TERA 1g: -0.08, TERA 2g: -0.02, TERA 3g: -0.02",16.07.2025 22:41
DARDL,1.96,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.81, satış=1.34 | Alışlar: BOFA 1g: +0.12, BOFA 2g: +0.31, BOFA 3g: +0.38 | Satışlar: KAMU 1g: -0.15, KAMU 2g: -0.20, KAMU 3g: -0.23, TERA 1g: -0.02, TERA 2g: -0.32, TERA 3g: -0.42",16.07.2025 22:41
IHEVA,2.26,4,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.78, satış=0.74 | Alışlar: KAMU 1g: +0.12, KAMU 2g: +0.35, KAMU 3g: +0.31 | Satışlar: BOFA 1g: -0.12, BOFA 2g: -0.24, BOFA 3g: -0.29, TERA 1g: -0.03, TERA 2g: -0.02, TERA 3g: -0.04",16.07.2025 22:41
ATAKP,43.88,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.12, satış=0.05 | Alışlar: KAMU 1g: +0.08, KAMU 2g: +0.07, KAMU 3g: +0.08, TERA 1g: +0.27, TERA 2g: +0.31, TERA 3g: +0.31 | Satışlar: BOFA 1g: -0.03, BOFA 2g: -0.01, BOFA 3g: -0.01",16.07.2025 22:41
BULGS,29.0,5,Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=2.14, satış=0.72 | Alışlar: BOFA 1g: +0.32, BOFA 2g: +0.60, BOFA 3g: +0.61, TERA 1g: +0.23, TERA 2g: +0.19, TERA 3g: +0.20 | Satışlar: KAMU 1g: -0.00, KAMU 2g: -0.35, KAMU 3g: -0.37",16.07.2025 22:41
ODINE,108.1,3,EMA kısa vadede yukarı trend; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.66, satış=1.50 | Alışlar: BOFA 1g: +0.09, BOFA 2g: +0.24, BOFA 3g: +0.25, TERA 1g: +0.08 | Satışlar: KAMU 1g: -0.18, KAMU 2g: -0.04, KAMU 3g: -0.04, TERA 2g: -0.62, TERA 3g: -0.62",16.07.2025 22:41
OYAYO,32.82,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.21, satış=1.58 | Alışlar: KAMU 2g: +0.02, KAMU 3g: +0.03, TERA 1g: +0.05, TERA 2g: +0.05, TERA 3g: +0.05 | Satışlar: BOFA 1g: -0.23, BOFA 2g: -0.63, BOFA 3g: -0.64, KAMU 1g: -0.09",16.07.2025 22:41
MERIT,15.02,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.75, satış=0.26 | Alışlar: KAMU 1g: +0.07, KAMU 2g: +0.05, KAMU 3g: +0.05, TERA 1g: +0.02, TERA 2g: +0.28, TERA 3g: +0.28 | Satışlar: BOFA 1g: -0.08, BOFA 2g: -0.09, BOFA 3g: -0.10",16.07.2025 22:41
QUAGR,6.63,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=3.12, satış=1.99 | Alışlar: BOFA 1g: +0.65, BOFA 2g: +1.19, BOFA 3g: +1.29 | Satışlar: KAMU 1g: -0.31, KAMU 2g: -0.31, KAMU 3g: -0.31, TERA 1g: -0.20, TERA 2g: -0.42, TERA 3g: -0.45",16.07.2025 22:41
KLMSN,25.1,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.46, satış=0.75 | Alışlar: BOFA 1g: +0.11, BOFA 2g: +0.12, BOFA 3g: +0.12, TERA 1g: +0.08, TERA 2g: +0.01, TERA 3g: +0.02 | Satışlar: KAMU 1g: -0.07, KAMU 2g: -0.34, KAMU 3g: -0.34",16.07.2025 22:41
MARTI,3.17,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Kurum hareketi nötr. Toplam alış=5.42, satış=5.70 | Alışlar: BOFA 1g: +0.68, BOFA 2g: +2.26, BOFA 3g: +2.48 | Satışlar: KAMU 1g: -0.18, KAMU 2g: -0.67, KAMU 3g: -0.82, TERA 1g: -0.12, TERA 2g: -2.02, TERA 3g: -1.89",16.07.2025 22:41
BIGCH,41.18,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; Stochastic K < 30; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.65, satış=0.15 | Alışlar: BOFA 1g: +0.06, BOFA 2g: +0.16, BOFA 3g: +0.16, KAMU 2g: +0.02, KAMU 3g: +0.02, TERA 1g: +0.23 | Satışlar: KAMU 1g: -0.05, TERA 2g: -0.05, TERA 3g: -0.05",16.07.2025 22:41
PAPIL,28.92,3,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.11, satış=0.95 | Alışlar: TERA 1g: +0.03, TERA 2g: +0.04, TERA 3g: +0.04 | Satışlar: BOFA 1g: -0.07, BOFA 2g: -0.33, BOFA 3g: -0.33, KAMU 1g: -0.08, KAMU 2g: -0.07, KAMU 3g: -0.06",16.07.2025 22:41
AVOD,2.89,6,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.92, satış=0.20 | Alışlar: KAMU 2g: +0.29, KAMU 3g: +0.36, TERA 1g: +0.07, TERA 2g: +0.09, TERA 3g: +0.11 | Satışlar: BOFA 1g: -0.01, BOFA 2g: -0.07, BOFA 3g: -0.08, KAMU 1g: -0.04",16.07.2025 22:41
BEYAZ,22.7,4,Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=1.43, satış=0.13 | Alışlar: BOFA 1g: +0.16, BOFA 2g: +0.19, BOFA 3g: +0.20, KAMU 2g: +0.18, KAMU 3g: +0.21, TERA 1g: +0.16, TERA 2g: +0.16, TERA 3g: +0.17 | Satışlar: KAMU 1g: -0.13",16.07.2025 22:41
HRKET,82.0,6,Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=3.58, satış=2.14 | Alışlar: BOFA 1g: +1.15, BOFA 2g: +1.21, BOFA 3g: +1.22 | Satışlar: KAMU 1g: -0.48, KAMU 2g: -0.49, KAMU 3g: -0.49, TERA 1g: -0.28, TERA 2g: -0.19, TERA 3g: -0.20",16.07.2025 22:41
BIGEN,11.17,6,Golden Cross seviyesine yakın; RSI 30-50 arası ve yukarı trendde; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,EMA trend; RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=3.00, satış=0.54 | Alışlar: BOFA 1g: +0.02, KAMU 2g: +0.65, KAMU 3g: +1.03, TERA 1g: +0.07, TERA 2g: +0.61, TERA 3g: +0.62 | Satışlar: BOFA 2g: -0.25, BOFA 3g: -0.25, KAMU 1g: -0.03",16.07.2025 22:41
KLRHO,70.75,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.03, satış=0.28 | Alışlar: BOFA 1g: +0.03, TERA 2g: +0.00, TERA 3g: +0.00 | Satışlar: BOFA 2g: -0.10, BOFA 3g: -0.10, KAMU 1g: -0.06, KAMU 2g: -0.01, KAMU 3g: -0.01, TERA 1g: -0.01",16.07.2025 22:41
ATAGY,12.41,7,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum alış var (+1 puan): Toplam alış=0.52, satış=0.20 | Alışlar: BOFA 1g: +0.21, BOFA 2g: +0.08, BOFA 3g: +0.10, KAMU 1g: +0.04, TERA 2g: +0.05, TERA 3g: +0.04 | Satışlar: KAMU 2g: -0.03, KAMU 3g: -0.02, TERA 1g: -0.15",16.07.2025 22:41
EGEGY,24.3,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Kurum hareketi nötr. Toplam alış=0.80, satış=0.85 | Alışlar: TERA 1g: +0.32, TERA 2g: +0.23, TERA 3g: +0.25 | Satışlar: BOFA 1g: -0.04, BOFA 2g: -0.25, BOFA 3g: -0.25, KAMU 1g: -0.06, KAMU 2g: -0.13, KAMU 3g: -0.12",16.07.2025 22:41
VSNMD,596.0,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.89, satış=1.82 | Alışlar: TERA 1g: +0.89 | Satışlar: KAMU 1g: -0.13, KAMU 2g: -0.26, KAMU 3g: -0.26, TERA 2g: -0.58, TERA 3g: -0.58",16.07.2025 22:41
ALKIM,17.43,3,EMA kısa vadede yukarı trend; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,Golden Cross uzak; RSI seviyesi/trendi (1); RSI son 3 gün artış (2); MACD pozitif/histogram; OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.11, satış=0.53 | Alışlar: BOFA 2g: +0.05, BOFA 3g: +0.05 | Satışlar: BOFA 1g: -0.04, KAMU 1g: -0.04, KAMU 2g: -0.14, KAMU 3g: -0.15, TERA 1g: -0.01, TERA 2g: -0.08, TERA 3g: -0.08",16.07.2025 22:41
KGYO,3.62,5,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor; PD/DD makul düzeyde,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=2.31, satış=2.78 | Alışlar: BOFA 1g: +0.64, BOFA 2g: +0.75, BOFA 3g: +0.93 | Satışlar: KAMU 1g: -0.18, KAMU 2g: -0.12, KAMU 3g: -0.14, TERA 1g: -0.62, TERA 2g: -0.77, TERA 3g: -0.95",16.07.2025 22:41
GZNMI,233.4,4,EMA kısa vadede yukarı trend; Golden Cross seviyesine yakın; MACD pozitif ve histogram artışta; Momentum pozitif; Stochastic K dipten çıkıyor,RSI seviyesi/trendi (1); RSI son 3 gün artış (2); OBV pozitif; PD/DD > 3 veya 0; ADX <= 15,"Güçlü kurum satış var (-1 puan): Toplam alış=0.04, satış=1.49 | Alışlar: BOFA 1g: +0.04 | Satışlar: BOFA 2g: -0.37, BOFA 3g: -0.37, KAMU 1g: -0.05, KAMU 2g: -0.32, KAMU 3g: -0.32, TERA 1g: -0.04, TERA 2g: -0.01, TERA 3g: -0.01",16.07.2025 22:41
